PAŃSTWO;MIEJSCOWOŚĆ;ULICA;NUMER;KOD 
Polska;Doruchów;ul. Leszczynowa;100;63-505
Polska;Kobyla Góra;ul. Leszczynowa;71;63-507
Polska;Mikstat;ul. Leszczynowa;81;63-510
Polska;Grabów nad Prosną;ul. Leszczynowa;92;63-520
Polska;Kraszewice;ul. Leszczynowa;50a;63-522
Polska;Czajków;ul. Leszczynowa;48;63-524
Polska;Kępno;ul. Leszczynowa;45;63-600
Polska;Kępno;ul. Leszczynowa;47;63-600
Polska;Baranów;ul. Leszczynowa;76;63-604
Polska;Trzcinica;ul. Stanisława Leszczyńskiego;31;63-620
Polska;Rychtal;ul. Stanisława Leszczyńskiego;43b;63-630
Polska;Bralin;ul. Stanisława Leszczyńskiego;5;63-640
Polska;Perzów;ul. Stanisława Leszczyńskiego;80;63-642
Polska;Łęka Opatowska;ul. Stanisława Leszczyńskiego;46;63-645
Polska;Krotoszyn;ul. Bolesława Leśmiana;96;63-700
Polska;Krotoszyn;ul. Bolesława Leśmiana;14b;63-701
Polska;Krotoszyn;ul. Bolesława Leśmiana;32a;63-702
Polska;Rozdrażew;ul. Bolesława Leśmiana;20c;63-708
Polska;Kobierno;ul. Bolesława Leśmiana;94;63-714
Polska;Koźmin Wielkopolski;ul. Bolesława Leśmiana;9;63-720
Polska;Kobylin;ul. Bolesława Leśmiana;39;63-740
Polska;Sulmierzyce;ul. Bolesława Leśmiana;18;63-750
Polska;Zduny;ul. Bolesława Leśmiana;80;63-760
Polska;Gostyń;ul. Bolesława Leśmiana;34;63-800
Polska;Gostyń;ul. Bolesława Leśmiana;53c;63-800
Polska;Borek Wielkopolski;ul. Bolesława Leśmiana;12;63-810
Polska;Gostyń;ul. Bolesława Leśmiana;87a;63-814
Polska;Gostyń;ul. Bolesława Leśmiana;56;63-815
Polska;Gostyń;ul. Bolesława Leśmiana;92;63-816
Polska;Piaski;ul. Bolesława Leśmiana;79b;63-820
Polska;Pępowo;ul. Leśna;1;63-830
Polska;Krobia;ul. Leśna;57;63-840
Polska;Pudliszki;ul. Leśna;90;63-842
Polska;Pogorzela;ul. Leśna;100;63-860
Polska;Rawicz;ul. Leśna;78;63-900
Polska;Rawicz;ul. Leśna;45b;63-900
Polska;Rawicz;ul. Leśna;83;63-901
Polska;Rawicz;ul. Leśna;57;63-901
Polska;Miejska Górka;ul. Leśna;56;63-910
Polska;Rawicz;ul. Leśna;50;63-911
Polska;Pakosław;ul. Leśna;99;63-920
Polska;Jutrosin;ul. Leśna;82;63-930
Polska;Bojanowo;ul. Leśna;9;63-940
Polska;Kościan;ul. Leśna;74;64-000
Polska;Kościan;ul. Leśna;3;64-000
Polska;Kościan;ul. Leśna;99b;64-000
Polska;Kościan;ul. Leśna;74;64-001
Polska;Kościan;ul. Leśna;59;64-004
Polska;Kościan;ul. Leśna;83;64-009
Polska;Krzywiń;ul. Leśna;62c;64-010
Polska;Czempiń;ul. Leśna;50;64-020
Polska;Śmigiel;ul. Leśna;9;64-030
Polska;Wielichowo;ul. Leśna;97;64-050
Polska;Kamieniec;ul. Leśna;24a;64-061
Polska;Leszno;ul. Leśna;55;64-100
Polska;Leszno;ul. Leśna;92;64-100
Polska;Leszno;ul. Leśna;68;64-101
Polska;Leszno;ul. Leśna;35;64-101
Polska;Leszno;ul. Leśna;13;64-102
Polska;Leszno;ul. Leśna;7;64-102
Polska;Leszno;ul. Leśna;67;64-103
Polska;Leszno;ul. Leśna;54a;64-104
Polska;Leszno;ul. Leśna;8c;64-104
Polska;Leszno;ul. Leśna;22;64-105
Polska;Leszno;ul. Leśna;30;64-105
Polska;Leszno;ul. Leśna;33;64-106
Polska;Leszno;ul. Leśna;3;64-110
Polska;Leszno;ul. Leśna;86;64-110
Polska;Lipno;ul. Letnia;70;64-111
Polska;Osieczna;ul. Letnia;96;64-113
Polska;Święciechowa;ul. Letnia;74;64-115
Polska;Krzemieniewo;ul. Letnia;98b;64-120
Polska;Poniec;ul. Letnia;50b;64-125
Polska;Rydzyna;ul. Letnia;26;64-130
Polska;Włoszakowice;ul. Letnia;53;64-140
Polska;Wijewo;ul. Letnia;39b;64-150
Polska;Wolsztyn;ul. Letnia;83;64-200
Polska;Siedlec;ul. Letnia;65;64-212
Polska;Przemęt;ul. Letnia;19;64-234
Polska;Nowy Tomyśl;ul. Letnia;57;64-300
Polska;Bolewice;ul. Letnia;67;64-305
Polska;Lwówek;ul. Letnia;34;64-310
Polska;Kuślin;ul. Letnia;4c;64-316
Polska;Buk;ul. Letnia;100;64-320
Polska;Opalenica;ul. Letnia;76;64-330
Polska;Zbąszyń;ul. Letnia;15b;64-360
Polska;Miedzichowo;ul. Letnia;69;64-361
Polska;Międzychód;ul. Letnia;31;64-400
Polska;Międzychód;ul. Letnia;47b;64-400
Polska;Sieraków;ul. Letnia;71;64-410
Polska;Chrzypsko Wielkie;ul. Letnia;89;64-412
Polska;Kwilcz;ul. Letnia;18;64-420
Polska;Szamotuły;ul. Letnia;49;64-500
Polska;Szamotuły;ul. Letnia;9;64-500
Polska;Wronki;ul. Letnia;88;64-510
Polska;Obrzycko;ul. Letnia;61;64-520
Polska;Kaźmierz;ul. Letnia;68;64-530
Polska;Duszniki;ul. Letnia;40;64-550
Polska;Oborniki;ul. Letnia;32b;64-600
Polska;Oborniki;ul. Letnia;32;64-600
Polska;Oborniki;ul. Letnia;38a;64-601
Polska;Rogoźno;ul. Letnia;7;64-610
Polska;Ryczywół;ul. Letnia;44;64-630
Polska;Czarnków;ul. Letnia;84a;64-700
Polska;Połajewo;ul. Letnia;67;64-710
Polska;Lubasz;ul. Letnia;50;64-720
Polska;Wieleń;ul. Letnia;11b;64-730
Polska;Drawsko;ul. Letnia;64;64-733
Polska;Chełst;ul. Letnia;32;64-734
Polska;Krzyż Wielkopolski;ul. Letnia;78;64-761
Polska;Krzyż Wielkopolski;ul. Letnia;15;64-761
Polska;Chodzież;ul. Letnia;83;64-800
Polska;Chodzież;ul. Letnia;44;64-800
Polska;Kaczory;ul. Lewa;15b;64-810
Polska;Szamocin;ul. Lewa;94a;64-820
Polska;Margonin;ul. Lewa;57;64-830
Polska;Budzyń;ul. Lewa;99b;64-840
Polska;Ujście;ul. Lewa;67;64-850
Polska;Piła;ul. Lewa;88;64-900
Polska;Jastrowie;ul. Lewa;47;64-915
Polska;Lotyń;ul. Lewa;1;64-918
Polska;Piła;ul. Lewa;74c;64-920
Polska;Piła;ul. Lewa;80;64-920
Polska;Szydłowo;ul. Lewa;84;64-930
Polska;Piła;ul. Lewa;82;64-931
Polska;Piła;ul. Lewa;28;64-934
Polska;Piła;ul. Lewa;77;64-935
Polska;Okonek;ul. Lewa;68;64-965
Polska;Trzcianka;ul. Lewa;31;64-980
Polska;Trzcianka;ul. Lewa;45;64-980
Polska;Zielona Góra;ul. Lewa;22;65-001
Polska;Zielona Góra;ul. Lewa;93c;65-001
Polska;Zielona Góra;ul. Lewa;23a;65-001
Polska;Zielona Góra;ul. Lewa;61a;65-002
Polska;Zielona Góra;ul. Lewa;93;65-003
Polska;Zielona Góra;ul. Lewa;75;65-004
Polska;Zielona Góra;ul. Lewa;43;65-007
Polska;Zielona Góra;ul. Lewa;81a;65-010
Polska;Zielona Góra;ul. Lewa;23;65-012
Polska;Zielona Góra;ul. Lewa;25;65-012
Polska;Zielona Góra;ul. Lewa;71a;65-012
Polska;Zielona Góra;ul. Lewa;9;65-012
Polska;Zielona Góra;ul. Lewa;72;65-012
Polska;Zielona Góra;ul. Lewa;67b;65-012
Polska;Zielona Góra;ul. Lewa;12;65-012
Polska;Zielona Góra;ul. Lewa;24b;65-012
Polska;Zielona Góra;ul. Lewa;92c;65-012
Polska;Zielona Góra;ul. Lewa;10;65-012
Polska;Zielona Góra;ul. Lewa;30;65-012
Polska;Zielona Góra;ul. Lewa;98a;65-012
Polska;Zielona Góra;ul. Lewa;80;65-012
Polska;Zielona Góra;ul. Lewa;4;65-012
Polska;Zielona Góra;ul. Lewa;59;65-012
Polska;Zielona Góra;ul. Lewa;1;65-012
Polska;Zielona Góra;ul. Lewa;25c;65-012
Polska;Zielona Góra;ul. Lewa;90;65-012
Polska;Zielona Góra;ul. Lewa;12;65-012
Polska;Zielona Góra;ul. Lewa;63;65-012
Polska;Zielona Góra;ul. Lewa;93;65-012
Polska;Zielona Góra;ul. Lewa;53b;65-012
Polska;Zielona Góra;ul. Lewa;40;65-012
Polska;Zielona Góra;ul. Lewa;70b;65-012
Polska;Zielona Góra;ul. Lewa;68;65-012
Polska;Zielona Góra;ul. Lewa;96b;65-012
Polska;Zielona Góra;ul. Lewa;16b;65-012
Polska;Zielona Góra;ul. Lewa;28b;65-012
Polska;Zielona Góra;ul. Lewa;84c;65-012
Polska;Zielona Góra;ul. Libańska;94;65-012
Polska;Zielona Góra;ul. Karola Libelta;28;65-012
Polska;Zielona Góra;ul. Karola Libelta;10;65-012
Polska;Zielona Góra;ul. Karola Libelta;32;65-012
Polska;Zielona Góra;ul. Karola Libelta;13c;65-012
Polska;Zielona Góra;ul. Karola Libelta;95;65-012
Polska;Zielona Góra;ul. Karola Libelta;1a;65-012
Polska;Zielona Góra;ul. Karola Libelta;47a;65-012
Polska;Zielona Góra;ul. Karola Libelta;100b;65-012
Polska;Zielona Góra;ul. Karola Libelta;49a;65-012
Polska;Zielona Góra;ul. Karola Libelta;16;65-012
Polska;Zielona Góra;ul. Karola Libelta;80;65-012
Polska;Zielona Góra;ul. Karola Libelta;18c;65-012
Polska;Zielona Góra;ul. Karola Libelta;61;65-012
Polska;Zielona Góra;ul. Karola Libelta;67;65-012
Polska;Zielona Góra;ul. Karola Libelta;72;65-012
Polska;Zielona Góra;ul. Karola Libelta;98;65-012
Polska;Zielona Góra;ul. Karola Libelta;59c;65-012
Polska;Zielona Góra;ul. Karola Libelta;64;65-012
Polska;Zielona Góra;ul. Karola Libelta;18;65-012
Polska;Zielona Góra;ul. Karola Libelta;39;65-012
Polska;Zielona Góra;ul. Karola Libelta;49c;65-012
Polska;Zielona Góra;ul. Karola Libelta;74;65-012
Polska;Zielona Góra;ul. Karola Libelta;50b;65-012
Polska;Zielona Góra;ul. Karola Libelta;55;65-012
Polska;Zielona Góra;ul. Karola Libelta;78;65-012
Polska;Zielona Góra;ul. Karola Libelta;31;65-012
Polska;Zielona Góra;ul. Karola Libelta;15c;65-012
Polska;Zielona Góra;ul. Karola Libelta;99c;65-012
Polska;Zielona Góra;ul. Karola Libelta;59;65-012
Polska;Zielona Góra;ul. Karola Libelta;54;65-012
Polska;Zielona Góra;ul. Karola Libelta;81;65-012
Polska;Zielona Góra;ul. Karola Libelta;87;65-012
Polska;Zielona Góra;ul. Karola Libelta;81;65-012
Polska;Zielona Góra;ul. Karola Libelta;23;65-012
Polska;Zielona Góra;ul. Karola Libelta;26;65-012
Polska;Zielona Góra;ul. Karola Libelta;76;65-012
Polska;Zielona Góra;ul. Karola Libelta;66;65-012
Polska;Zielona Góra;ul. Lidzbarska;58b;65-012
Polska;Zielona Góra;ul. Lidzbarska;39;65-012
Polska;Zielona Góra;ul. Lidzbarska;69;65-012
Polska;Zielona Góra;ul. Lidzbarska;53;65-012
Polska;Zielona Góra;ul. Lidzbarska;68c;65-012
Polska;Zielona Góra;ul. Lidzbarska;41;65-014
Polska;Zielona Góra;ul. Lidzbarska;90a;65-015
Polska;Zielona Góra;ul. Lidzbarska;95b;65-017
Polska;Zielona Góra;ul. Lidzbarska;76;65-018
Polska;Zielona Góra;ul. Lidzbarska;60;65-019
Polska;Zielona Góra;ul. Lidzbarska;3;65-020
Polska;Zielona Góra;ul. Lidzbarska;76a;65-021
Polska;Zielona Góra;ul. Lidzbarska;64a;65-022
Polska;Zielona Góra;ul. Lidzbarska;48;65-023
Polska;Zielona Góra;ul. Lidzbarska;65;65-025
Polska;Zielona Góra;ul. Lidzbarska;82;65-027
Polska;Zielona Góra;ul. Lidzbarska;48;65-028
Polska;Zielona Góra;ul. Lidzbarska;19;65-029
Polska;Zielona Góra;ul. Lidzbarska;19b;65-031
Polska;Zielona Góra;ul. Lidzbarska;98;65-032
Polska;Zielona Góra;ul. Lidzbarska;1;65-033
Polska;Zielona Góra;ul. Lidzbarska;5;65-034
Polska;Zielona Góra;ul. Lidzbarska;17;65-035
Polska;Zielona Góra;ul. Lidzbarska;69;65-036
Polska;Zielona Góra;ul. Lidzbarska;46;65-037
Polska;Zielona Góra;ul. Lidzbarska;65;65-038
Polska;Zielona Góra;ul. Lidzbarska;74;65-039
Polska;Zielona Góra;ul. Lidzbarska;49a;65-040
Polska;Zielona Góra;ul. Lidzbarska;5;65-041
Polska;Zielona Góra;ul. Lidzbarska;17;65-042
Polska;Zielona Góra;ul. Lidzbarska;76b;65-043
Polska;Zielona Góra;ul. Lidzbarska;3;65-044
Polska;Zielona Góra;ul. Lidzbarska;98;65-045
Polska;Zielona Góra;ul. Lidzbarska;24;65-046
Polska;Zielona Góra;ul. Lidzbarska;57b;65-047
Polska;Zielona Góra;ul. Lidzbarska;11a;65-048
Polska;Zielona Góra;ul. Lidzbarska;87;65-049
Polska;Zielona Góra;ul. Lidzbarska;62;65-050
Polska;Zielona Góra;ul. Lidzbarska;38;65-052
Polska;Zielona Góra;ul. Lidzbarska;98;65-053
Polska;Zielona Góra;ul. Lidzbarska;28;65-054
Polska;Zielona Góra;ul. Lidzbarska;48;65-055
Polska;Zielona Góra;ul. Lidzbarska;53c;65-056
Polska;Zielona Góra;ul. Lidzbarska;87;65-057
Polska;Zielona Góra;ul. Lidzbarska;25;65-058
Polska;Zielona Góra;ul. Lidzbarska;65;65-059
Polska;Zielona Góra;ul. Lidzbarska;11b;65-060
Polska;Zielona Góra;ul. Lidzbarska;62c;65-061
Polska;Zielona Góra;ul. Lidzka;29a;65-061
Polska;Zielona Góra;ul. Lidzka;81;65-063
Polska;Zielona Góra;ul. Lidzka;32;65-064
Polska;Zielona Góra;ul. Lidzka;81;65-065
Polska;Zielona Góra;ul. Lidzka;31;65-066
Polska;Zielona Góra;ul. Lidzka;15;65-067
Polska;Zielona Góra;ul. Lidzka;41;65-068
Polska;Zielona Góra;ul. Lidzka;54;65-068
Polska;Zielona Góra;ul. Lidzka;18;65-069
Polska;Zielona Góra;ul. Lidzka;92;65-071
Polska;Zielona Góra;ul. Lidzka;62;65-072
Polska;Zielona Góra;ul. Lidzka;57;65-073
Polska;Zielona Góra;ul. Lidzka;13c;65-074
Polska;Zielona Góra;ul. Lidzka;38b;65-075
Polska;Zielona Góra;ul. Lidzka;67;65-076
Polska;Zielona Góra;ul. Lidzka;84b;65-077
Polska;Zielona Góra;ul. Lidzka;84c;65-078
Polska;Zielona Góra;ul. Lidzka;52;65-081
Polska;Zielona Góra;ul. Lidzka;34;65-082
Polska;Zielona Góra;ul. Lidzka;25;65-083
Polska;Zielona Góra;ul. Lidzka;74;65-084
Polska;Zielona Góra;ul. Lidzka;2;65-085
Polska;Zielona Góra;ul. Lidzka;96a;65-086
Polska;Zielona Góra;ul. Lidzka;27a;65-087
Polska;Zielona Góra;ul. Lidzka;41;65-088
Polska;Zielona Góra;ul. Lidzka;29;65-089
Polska;Zielona Góra;ul. Lidzka;43a;65-090
Polska;Zielona Góra;ul. Lidzka;92;65-093
Polska;Zielona Góra;ul. Lidzka;22;65-094
Polska;Zielona Góra;ul. Lidzka;79;65-095
Polska;Zielona Góra;ul. Lidzka;18b;65-096
Polska;Zielona Góra;ul. Lidzka;58;65-097
Polska;Zielona Góra;ul. Lidzka;92;65-101
Polska;Zielona Góra;ul. Lidzka;96a;65-104
Polska;Zielona Góra;ul. Lidzka;20;65-106
Polska;Zielona Góra;ul. Lidzka;92;65-107
Polska;Zielona Góra;ul. Lidzka;21;65-109
Polska;Zielona Góra;ul. Ligocka;77;65-110
Polska;Zielona Góra;ul. Ligocka;13;65-112
Polska;Zielona Góra;ul. Liliowa;7;65-114
Polska;Zielona Góra;ul. Liliowa;55;65-115
Polska;Zielona Góra;ul. Liliowa;82;65-119
Polska;Zielona Góra;ul. Liliowa;4a;65-119
Polska;Zielona Góra;ul. Liliowa;59;65-119
Polska;Zielona Góra;ul. Liliowa;15;65-119
Polska;Zielona Góra;ul. Liliowa;80a;65-119
Polska;Zielona Góra;ul. Liliowa;30;65-119
Polska;Zielona Góra;ul. Liliowa;34;65-119
Polska;Zielona Góra;ul. Liliowa;70;65-119
Polska;Zielona Góra;ul. Liliowa;22;65-119
Polska;Zielona Góra;ul. Limanowska;57b;65-119
Polska;Zielona Góra;ul. Limanowska;82a;65-119
Polska;Zielona Góra;ul. Limanowska;39;65-119
Polska;Zielona Góra;ul. Limanowska;8;65-119
Polska;Zielona Góra;ul. Limanowska;2b;65-119
Polska;Zielona Góra;ul. Limanowska;18a;65-119
Polska;Zielona Góra;ul. Limanowska;21;65-119
Polska;Zielona Góra;ul. Limanowska;2a;65-119
Polska;Zielona Góra;ul. Limanowska;81;65-119
Polska;Zielona Góra;ul. Limanowska;69b;65-119
Polska;Zielona Góra;ul. Limanowska;29;65-119
Polska;Zielona Góra;ul. Limanowska;35c;65-119
Polska;Zielona Góra;ul. Limanowska;32;65-119
Polska;Zielona Góra;ul. Limanowska;25;65-119
Polska;Zielona Góra;ul. Limanowska;79c;65-120
Polska;Zielona Góra;ul. Limanowska;50;65-120
Polska;Zielona Góra;ul. Limanowska;75;65-120
Polska;Zielona Góra;ul. Limanowska;4c;65-120
Polska;Zielona Góra;ul. Limanowska;47;65-120
Polska;Zielona Góra;ul. Limanowska;73c;65-120
Polska;Zielona Góra;ul. Limanowska;96;65-121
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;87;65-122
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;7;65-123
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;19;65-123
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;50;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;3;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;12;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;39a;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;3;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;76;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;47;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;74;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;51b;65-124
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;11;65-125
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;64;65-126
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;51;65-127
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;55;65-127
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;5c;65-127
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;71;65-127
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;39;65-127
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;7;65-128
Polska;Zielona Góra;ul. Samuela Bogumiła Lindego;55;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;3b;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;28;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;4;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;46;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;11;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;10c;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;52;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;73;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;69c;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;39c;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;77;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;48;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;98;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;60;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;8;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;2;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;98b;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;67;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;73;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;99;65-128
Polska;Zielona Góra;ul. Godfryda Linkego;55;65-128
Polska;Zielona Góra;ul. Liońska;22;65-128
Polska;Zielona Góra;ul. Liońska;6;65-128
Polska;Zielona Góra;ul. Liońska;64;65-128
Polska;Zielona Góra;ul. Liońska;7b;65-128
Polska;Zielona Góra;ul. Liońska;76;65-128
Polska;Zielona Góra;ul. Liońska;75;65-128
Polska;Zielona Góra;ul. Liońska;11b;65-128
Polska;Zielona Góra;ul. Liońska;65;65-128
Polska;Zielona Góra;ul. Liońska;97;65-128
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";10b;65-128
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";74a;65-128
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";55;65-128
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";10;65-129
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";23;65-130
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";67;65-131
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";59c;65-132
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";59;65-133
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";46;65-135
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";90c;65-137
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";22c;65-138
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";19b;65-138
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";32;65-140
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";59b;65-140
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";46;65-140
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";47c;65-140
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";5;65-140
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";41;65-140
Polska;Zielona Góra;"ul. Witolda Lipińskiego ""Szczedronia""";32;65-140
Polska;Zielona Góra;ul. Lipska;28;65-140
Polska;Zielona Góra;ul. Lipska;33;65-142
Polska;Zielona Góra;ul. Lipska;13a;65-147
Polska;Zielona Góra;ul. Lipska;17;65-147
Polska;Zielona Góra;ul. Lipska;89b;65-147
Polska;Zielona Góra;ul. Lipska;91c;65-152
Polska;Zielona Góra;ul. Lipska;59a;65-153
Polska;Zielona Góra;ul. Lipska;21a;65-154
Polska;Zielona Góra;ul. Lipska;36;65-155
Polska;Zielona Góra;ul. Lipska;37;65-155
Polska;Zielona Góra;ul. Lipska;82a;65-155
Polska;Zielona Góra;ul. Lipska;16;65-158
Polska;Zielona Góra;ul. Lipska;28a;65-160
Polska;Zielona Góra;ul. Lipska;38;65-160
Polska;Zielona Góra;ul. Lipska;49b;65-160
Polska;Zielona Góra;ul. Lipska;66c;65-160
Polska;Zielona Góra;ul. Lipska;96;65-160
Polska;Zielona Góra;ul. Lipska;20;65-167
Polska;Zielona Góra;ul. Lipska;80;65-169
Polska;Zielona Góra;ul. Lipska;79;65-169
Polska;Zielona Góra;ul. Lipska;81;65-170
Polska;Zielona Góra;ul. Lipska;85;65-175
Polska;Zielona Góra;ul. Lipska;8;65-176
Polska;Zielona Góra;ul. Lipska;73;65-177
Polska;Zielona Góra;ul. Lipska;18c;65-178
Polska;Zielona Góra;ul. Lipska;57b;65-179
Polska;Zielona Góra;ul. Lipska;68;65-180
Polska;Zielona Góra;ul. Lipska;78;65-181
Polska;Zielona Góra;ul. Lipska;17;65-182
Polska;Zielona Góra;ul. Lipska;50b;65-182
Polska;Zielona Góra;ul. Lipska;64;65-183
Polska;Zielona Góra;ul. Lipska;8a;65-184
Polska;Zielona Góra;ul. Lipska;74;65-186
Polska;Zielona Góra;ul. Lipska;72a;65-187
Polska;Zielona Góra;ul. Lipska;9c;65-190
Polska;Zielona Góra;ul. Lipska;10c;65-191
Polska;Zielona Góra;ul. Lipska;24;65-201
Polska;Zielona Góra;ul. Lipska;80b;65-204
Polska;Zielona Góra;ul. Lipska;77b;65-209
Polska;Zielona Góra;ul. Lipska;37;65-211
Polska;Zielona Góra;ul. Lipska;47;65-212
Polska;Zielona Góra;ul. Lipska;91;65-213
Polska;Zielona Góra;ul. Lipska;45a;65-215
Polska;Zielona Góra;ul. Lipska;66a;65-218
Polska;Zielona Góra;ul. Lisia;82b;65-220
Polska;Zielona Góra;ul. Lisia;31;65-221
Polska;Zielona Góra;ul. Lisia;95;65-222
Polska;Zielona Góra;ul. Lisia;37;65-223
Polska;Zielona Góra;ul. Lisia;35c;65-224
Polska;Zielona Góra;ul. Lisia;29;65-225
Polska;Zielona Góra;ul. Lisia;10;65-229
Polska;Zielona Góra;ul. Lisia;100;65-231
Polska;Zielona Góra;ul. Lisia;4;65-238
Polska;Zielona Góra;ul. Lisia;76a;65-240
Polska;Zielona Góra;ul. Lisia;87;65-245
Polska;Zielona Góra;ul. Lisia;38a;65-245
Polska;Zielona Góra;ul. Lisia;2;65-246
Polska;Zielona Góra;ul. Lisia;34;65-247
Polska;Zielona Góra;ul. Lisia;81c;65-249
Polska;Zielona Góra;ul. Lisia;39;65-253
Polska;Zielona Góra;ul. Ksawerego Liskego;50;65-254
Polska;Zielona Góra;ul. Ksawerego Liskego;96;65-255
Polska;Zielona Góra;ul. Ksawerego Liskego;19;65-255
Polska;Zielona Góra;ul. Ksawerego Liskego;62;65-256
Polska;Zielona Góra;ul. Ksawerego Liskego;65;65-261
Polska;Zielona Góra;ul. Ksawerego Liskego;83;65-264
Polska;Zielona Góra;ul. Ksawerego Liskego;52;65-265
Polska;Zielona Góra;ul. Ksawerego Liskego;79;65-266
Polska;Zielona Góra;ul. Ksawerego Liskego;46;65-267
Polska;Zielona Góra;ul. Ksawerego Liskego;27;65-268
Polska;Zielona Góra;ul. Ksawerego Liskego;38;65-269
Polska;Zielona Góra;ul. Ksawerego Liskego;11;65-270
Polska;Zielona Góra;ul. Ksawerego Liskego;73b;65-272
Polska;Zielona Góra;ul. Ksawerego Liskego;57;65-273
Polska;Zielona Góra;ul. Ksawerego Liskego;33c;65-301
Polska;Zielona Góra;ul. Litewska;6;65-303
Polska;Zielona Góra;ul. Litewska;47;65-304
Polska;Zielona Góra;ul. Litewska;85;65-305
Polska;Zielona Góra;ul. Litewska;96;65-305
Polska;Zielona Góra;ul. Litewska;20;65-306
Polska;Zielona Góra;ul. Litewska;50;65-307
Polska;Zielona Góra;ul. Litewska;97;65-308
Polska;Zielona Góra;ul. Litewska;14;65-309
Polska;Zielona Góra;ul. Litewska;26;65-310
Polska;Zielona Góra;ul. Litewska;20;65-310
Polska;Zielona Góra;ul. Litewska;46c;65-311
Polska;Zielona Góra;ul. Litewska;58b;65-312
Polska;Zielona Góra;ul. Litewska;90c;65-315
Polska;Zielona Góra;ul. Litewska;54;65-318
Polska;Zielona Góra;ul. Litewska;93;65-322
Polska;Zielona Góra;ul. Litewska;13;65-323
Polska;Zielona Góra;ul. Litewska;34;65-323
Polska;Zielona Góra;ul. Litewska;55c;65-323
Polska;Zielona Góra;ul. Litewska;62a;65-324
Polska;Zielona Góra;ul. Litewska;1;65-325
Polska;Zielona Góra;ul. Litewska;78;65-326
Polska;Zielona Góra;ul. Litewska;39;65-327
